ADDRESS,NEIGHBOURHOOD_NAME,WARD,ZONING,SECTOR,SIZE (m2),TYPOLOGY,KNOWN PLANNING APPLICATIONS,OWNERSHIP_TYPE,GROUPS,LATITUDE,LONGITUDE,LOCATION,Geometry Point
12809 WOODBEND PLACE NW,Westmount,6,RF3,Central,1207.926,Mature,NA,PRIVATE,96,53.5469568925116,-113.543835728054,"(53.5469568925116, -113.543835728054)",POINT (-113.543835728054 53.5469568925116)
14417 103 AVENUE NW,Grovenor,6,RF3,Central,383.436,Mature,NA,PRIVATE,159,53.5437586727303,-113.570162510691,"(53.5437586727303, -113.570162510691)",POINT (-113.570162510691 53.5437586727303)
11902 82 STREET NW,Eastwood,7,RA7,Central,693.5,Mature,NA,PRIVATE,,53.5721389041975,-113.467803607013,"(53.5721389041975, -113.467803607013)",POINT (-113.467803607013 53.5721389041975)
11231 79 STREET NW,Cromdale,7,RA7,Central,175.887,Mature,NA,PRIVATE,121,53.5609841542509,-113.462203537106,"(53.5609841542509, -113.462203537106)",POINT (-113.462203537106 53.5609841542509)
10431 148 STREET NW,Grovenor,6,RF3,Central,426.584,Mature,1) House Development Permit: Job No 146688012-001: To construct a single detached house with a veranda and a rear uncovered deck (3.66m x 6.10m).  2) Accessory Building Development Permit: Job No 146688012-002: To construct an Accessory Building (7.32m x 6.96m Detached Garage).,PRIVATE,,53.5471559273674,-113.575541014037,"(53.5471559273674, -113.575541014037)",POINT (-113.575541014037 53.5471559273674)
5022 ADA BOULEVARD NW,Highlands,7,RF1,Central,391.308,Mature,"1) House Development Permit: Job No 140445331-001: To construct a single detached house with front veranda, rooftop balcony (9.12m x 7.42m). 2) Accessory Building Development Permit: Job No 140445331-002: To construct an Accessory Building (Rear Detached Garage 7.16m x 6.55m).",PRIVATE,135,53.5657197599385,-113.419650855235,"(53.5657197599385, -113.419650855235)",POINT (-113.419650855235 53.5657197599385)
10617 98 STREET NW,McCauley,6,CB2,Central,309.183,Central Core,NA,PRIVATE,54,53.5505324254072,-113.489803846943,"(53.5505324254072, -113.489803846943)",POINT (-113.489803846943 53.5505324254072)
12716 87 STREET NW,Killarney,7,RF4,Central,535.234,Mature,"1) House Development Permit: Job No 149603401-001: To construct a Single Detached House with a front veranda, fireplace, rear uncovered rear deck (3.05m x 4.27m) and basement development (Secondary Suite (2 Bedroom)) 2) Accessory Building Development Permit: Job No 149603401-002: To construct an Accessory Building (6.71m X 7.32m Detached Garage: Job No 149603401-002: To construct an Accessory Building (6.71m X 7.32m Detached Garage)",PRIVATE,152,53.5849685130469,-113.474917448508,"(53.5849685130469, -113.474917448508)",POINT (-113.474917448508 53.5849685130469)
10160 94A STREET NW,Boyle Street,6,DC1,Central,217.907,Central Core,NA,PRIVATE,1,53.5449261320436,-113.477818862923,"(53.5449261320436, -113.477818862923)",POINT (-113.477818862923 53.5449261320436)
11245 79 STREET NW,Cromdale,7,AP,Central,350.3,Mature,NA,MUNICIPAL,125,53.5615010568615,-113.462218801943,"(53.5615010568615, -113.462218801943)",POINT (-113.462218801943 53.5615010568615)
8915 97 STREET NW,Strathcona,8,RF2,Central,416.131,Central Core,NA,PRIVATE,,53.5250210076507,-113.478925940415,"(53.5250210076507, -113.478925940415)",POINT (-113.478925940415 53.5250210076507)
10578 111 STREET NW,Queen Mary Park,6,PU,Central,696.736,Central Core,NA,PRIVATE,94,53.5496435037167,-113.512640407464,"(53.5496435037167, -113.512640407464)",POINT (-113.512640407464 53.5496435037167)
10006 93 STREET NW,Riverdale,6,RF2,Central,173.555,Central Core,NA,PRIVATE,,53.5421960575294,-113.473609450137,"(53.5421960575294, -113.473609450137)",POINT (-113.473609450137 53.5421960575294)
12024 43 STREET NW,Beacon Heights,7,RF1,Central,437.653,Mature,"1) Minor Development Permit: Job No 142996842-001: To demolish the existing Single Detached House (13.0m x 6.20m). 2) House Development Permit: Job No 142996842-003: To construct a single detached house. 3) Accessory Building Development Permit: Job No 155899204-001: To construct an Accessory Building (detached Garage, 7.32m x 6.40m)",PRIVATE,,53.5744912498025,-113.408066603355,"(53.5744912498025, -113.408066603355)",POINT (-113.408066603355 53.5744912498025)
5108 154 STREET NW,Ramsay Heights,9,RF1,Southwest,2658.192,Established,NA,PRIVATE,211,53.489474129596,-113.58502445449,"(53.489474129596, -113.58502445449)",POINT (-113.58502445449 53.489474129596)
12014 81 STREET NW,Eastwood,7,RF3,Central,695.935,Mature,NA,PRIVATE,,53.5740013264966,-113.466030400957,"(53.5740013264966, -113.466030400957)",POINT (-113.466030400957 53.5740013264966)
9516 RIVERSIDE DRIVE NW,Crestwood,1,RF1,Central,1400.932,Mature,"1) House Development Permit:Job No 141102751-001: To construct a Single Detached House with an attached garage, covered deck, veranda, fireplaces, balcony and basement development (not to be used as a suite)",PRIVATE,160,53.5325671705113,-113.561569104901,"(53.5325671705113, -113.561569104901)",POINT (-113.561569104901 53.5325671705113)
7823 105 STREET NW,Queen Alexandra,8,CB2,Central,322.987,Mature,NA,PRIVATE,,53.5148994774875,-113.500108874233,"(53.5148994774875, -113.500108874233)",POINT (-113.500108874233 53.5148994774875)
9540 104 AVENUE NW,Boyle Street,6,RA7,Central,374.191,Central Core,NA,PRIVATE,10,53.5486503724557,-113.482793658799,"(53.5486503724557, -113.482793658799)",POINT (-113.482793658799 53.5486503724557)
10751 86 AVENUE NW,Garneau,8,RA7,Central,404.862,Central Core,NA,PRIVATE,,53.5216668779342,-113.508809754992,"(53.5216668779342, -113.508809754992)",POINT (-113.508809754992 53.5216668779342)
16030 100 AVENUE NW,Glenwood,1,RF1,Central,505.501,Mature,NA,PRIVATE,165,53.5395603992196,-113.598909342574,"(53.5395603992196, -113.598909342574)",POINT (-113.598909342574 53.5395603992196)
37 WESTBROOK DRIVE NW,Westbrook Estates,10,RF1,Central,2058.123,Mature,"1) House Development Permit: Job No 138864306-001: To construct a single detached house with attached garage, rear covered deck (irregular 0.76m x 15.59m), rear balcony, front veranda, and basement development",PRIVATE,,53.4636690499869,-113.545769829568,"(53.4636690499869, -113.545769829568)",POINT (-113.545769829568 53.4636690499869)
11733 96 STREET NW,Alberta Avenue,7,RA7,Central,367.763,Mature,NA,PRIVATE,,53.5698983790629,-113.489797161531,"(53.5698983790629, -113.489797161531)",POINT (-113.489797161531 53.5698983790629)
12070 94 STREET NW,Alberta Avenue,7,RF3,Central,336.97,Mature,1) Minor Development Permit: Job No 135413961-001: To demolish a single detached house and a detached Garage,PRIVATE,,53.5751236759205,-113.486223447473,"(53.5751236759205, -113.486223447473)",POINT (-113.486223447473 53.5751236759205)
9431 101A AVENUE NW,Boyle Street,6,DC1,Central,447.118,Central Core,NA,PRIVATE,12,53.5441501980238,-113.477273652281,"(53.5441501980238, -113.477273652281)",POINT (-113.477273652281 53.5441501980238)
10422 87 AVENUE NW,Strathcona,8,RF4,Central,479.332,Central Core,NA,PRIVATE,84,53.5227794888854,-113.498815344451,"(53.5227794888854, -113.498815344451)",POINT (-113.498815344451 53.5227794888854)
10669 97 STREET NW,McCauley,6,CB1,Central,307.16,Central Core,NA,PRIVATE,,53.5517047030461,-113.488955534101,"(53.5517047030461, -113.488955534101)",POINT (-113.488955534101 53.5517047030461)
12402 48 STREET NW,Bergman,7,RF1,Central,4315.802,Mature,NA,PRIVATE,141,53.5805670679999,-113.415740636637,"(53.5805670679999, -113.415740636637)",POINT (-113.415740636637 53.5805670679999)
273 LEE RIDGE ROAD NW,Lee Ridge,11,RMH,Southeast,445.813,Established,1) Minor Development Permit: Job No 138136984-001: To move on a Mobile Home (23.17m x 6.10m).,PRIVATE,,53.4659460251248,-113.44691755718,"(53.4659460251248, -113.44691755718)",POINT (-113.44691755718 53.4659460251248)
11459 UNIVERSITY AVENUE NW,McKernan,8,RF1,Central,785.284,Mature,NA,PRIVATE,,53.5162803336769,-113.528299049597,"(53.5162803336769, -113.528299049597)",POINT (-113.528299049597 53.5162803336769)
9546 103 AVENUE NW,Boyle Street,6,DC1,Central,374.288,Central Core,NA,PRIVATE,,53.5468878878445,-113.482101112724,"(53.5468878878445, -113.482101112724)",POINT (-113.482101112724 53.5468878878445)
10767 95 STREET NW,McCauley,6,DC2,Central,374.027,Central Core,NA,PRIVATE,49,53.554650110668,-113.483558719651,"(53.554650110668, -113.483558719651)",POINT (-113.483558719651 53.554650110668)
916 WILDWOOD WAY NW,Wild Rose,12,RSL,Southeast,496.976,Established,"1) House Development Permit: Job No 155665617-001: To construct a Single Detached House with attached Garage, veranda, fireplace, uncovered deck (5.16m x 3.66m), and Secondary Suite.",PRIVATE,,53.4665485380775,-113.371236547447,"(53.4665485380775, -113.371236547447)",POINT (-113.371236547447 53.4665485380775)
7423 SASKATCHEWAN DRIVE NW,Belgravia,8,RF1,Central,1158.277,Mature,NA,PRIVATE,,53.5109368775555,-113.539604747347,"(53.5109368775555, -113.539604747347)",POINT (-113.539604747347 53.5109368775555)
6930 109 STREET NW,Parkallen,10,CB1,Central,370.52,Mature,1) Sign Development Permit: Job No 137605497-001: To construct a Temporary On-premises Freestanding Signs (Bentley Condos) & 3 Temporary On-premises Fascia Signs - Max duration 2 year from the date of Approval.,PRIVATE,,53.5063055547085,-113.512459666896,"(53.5063055547085, -113.512459666896)",POINT (-113.512459666896 53.5063055547085)
9549 106 AVENUE NW,McCauley,6,RF6,Central,374.403,Central Core,NA,PRIVATE,51,53.5506622069125,-113.484394659429,"(53.5506622069125, -113.484394659429)",POINT (-113.484394659429 53.5506622069125)
11498 132 STREET NW,Inglewood,2,RA7,Central,795.3,Mature,NA,PRIVATE,,53.5651959206042,-113.549505212265,"(53.5651959206042, -113.549505212265)",POINT (-113.549505212265 53.5651959206042)
16104 100 AVENUE NW,Glenwood,1,RF1,Central,505.512,Mature,1) Minor Development Permit: Job No 140181310-001: To demolish a Single Detached House.,PRIVATE,,53.5395607226895,-113.599461653766,"(53.5395607226895, -113.599461653766)",POINT (-113.599461653766 53.5395607226895)
9546 104 AVENUE NW,Boyle Street,6,RA7,Central,374.257,Central Core,NA,PRIVATE,10,53.5486005410136,-113.483085805994,"(53.5486005410136, -113.483085805994)",POINT (-113.483085805994 53.5486005410136)
10319  93 STREET NW,Boyle Street,6,DC1,Central,374.521,Central Core,NA,PRIVATE,2,53.5482080035006,-113.476369742754,"(53.5482080035006, -113.476369742754)",POINT (-113.476369742754 53.5482080035006)
14740 STONY PLAIN ROAD NW,Grovenor,6,CSC,Central,288.109,Mature,NA,PRIVATE,158,53.5423693292657,-113.575469988756,"(53.5423693292657, -113.575469988756)",POINT (-113.575469988756 53.5423693292657)
11903 KINGSWAY NW,Prince Rupert,2,IM,Central,1556.873,Mature,"1) Sign Development Permit: Job No 149641571-001: To construct one Freestanding Off-Premise Sign, including one Minor Digital Off-Premise sign facing southeast, and static sign facing northwest, and to demolish an existing Freestanding Off-Premise sign.",PRIVATE,,53.5684351424629,-113.527215955095,"(53.5684351424629, -113.527215955095)",POINT (-113.527215955095 53.5684351424629)
10255 96 STREET NW,Boyle Street,6,DC1,Central,306.721,Central Core,NA,PRIVATE,,53.5460843943528,-113.482761377407,"(53.5460843943528, -113.482761377407)",POINT (-113.482761377407 53.5460843943528)
12850 127 STREET NW,Athlone,2,CNC,Central,334.942,Mature,NA,PRIVATE,156,53.587208965932,-113.541657468387,"(53.587208965932, -113.541657468387)",POINT (-113.541657468387 53.587208965932)
9907 91 AVENUE NW,Strathcona,8,RA8,Central,404.354,Central Core,1) Major Development Permit: Job No 149110181-002: To Construct a 4 Storey Apartment Building with 45 Dwellings,PRIVATE,,53.5260969895235,-113.486543624792,"(53.5260969895235, -113.486543624792)",POINT (-113.486543624792 53.5260969895235)
11045 127 STREET NW,Westmount,6,CB1,Central,629.297,Mature,NA,PRIVATE,100,53.5586527189832,-113.540712603539,"(53.5586527189832, -113.540712603539)",POINT (-113.540712603539 53.5586527189832)
9935 77 AVENUE NW,Ritchie,11,IM,Central,396.671,Mature,NA,PRIVATE,,53.512996275036,-113.487757459067,"(53.512996275036, -113.487757459067)",POINT (-113.487757459067 53.512996275036)
11703 105 AVENUE NW,Queen Mary Park,6,DC1,Central,3649.275,Central Core,"1) Major Development Permit: Job No 139507555-001: To construct a 6 storey, 109 Dwelling Unit Apartment Housing Development with an underground Parkade",PRIVATE,,53.5479783742023,-113.524002511242,"(53.5479783742023, -113.524002511242)",POINT (-113.524002511242 53.5479783742023)
9607 105 STREET NW,Rossdale,6,DC1,Central,194.469,Central Core,NA,MUNICIPAL,,53.5327691562289,-113.500753460259,"(53.5327691562289, -113.500753460259)",POINT (-113.500753460259 53.5327691562289)
7528 110 AVENUE NW,Virginia Park,7,RF3,Central,367.756,Mature,NA,PRIVATE,,53.560009352776,-113.453246121057,"(53.560009352776, -113.453246121057)",POINT (-113.453246121057 53.560009352776)
10880 98 STREET NW,McCauley,6,DC1,Central,228.755,Central Core,NA,PRIVATE,42,53.5553737579489,-113.492609148619,"(53.5553737579489, -113.492609148619)",POINT (-113.492609148619 53.5553737579489)
10401 96 STREET NW,Boyle Street,6,CB2,Central,1313.441,Central Core,NA,PRIVATE,,53.5485843076448,-113.48363704247,"(53.5485843076448, -113.48363704247)",POINT (-113.48363704247 53.5485843076448)
11446 94 STREET NW,Alberta Avenue,7,RF3,Central,735.769,Mature,NA,PRIVATE,105,53.5656189065724,-113.486112933551,"(53.5656189065724, -113.486112933551)",POINT (-113.486112933551 53.5656189065724)
11248 86 STREET NW,Parkdale,7,RA7,Central,367.866,Mature,NA,PRIVATE,,53.5625120998124,-113.473722127483,"(53.5625120998124, -113.473722127483)",POINT (-113.473722127483 53.5625120998124)
11220 86 STREET NW,Parkdale,7,RA7,Central,356.588,Mature,NA,PRIVATE,115,53.5617164201887,-113.473720774235,"(53.5617164201887, -113.473720774235)",POINT (-113.473720774235 53.5617164201887)
9208 89 STREET NW,Bonnie Doon,8,RF3,Central,642.386,Mature,NA,PRIVATE,,53.5270191397933,-113.46428362457,"(53.5270191397933, -113.46428362457)",POINT (-113.46428362457 53.5270191397933)
11303 79 STREET NW,Edmonton Northlands,7,RF1,Central,459.121,Mature,NA,MUNICIPAL,127,53.562878521711,-113.462024210944,"(53.562878521711, -113.462024210944)",POINT (-113.462024210944 53.562878521711)
9502 118 AVENUE NW,Alberta Avenue,7,CB2,Central,574.26,Mature,NA,PRIVATE,,53.5705922362472,-113.487651656036,"(53.5705922362472, -113.487651656036)",POINT (-113.487651656036 53.5705922362472)
15123 31 STREET NW,Kirkness,4,RF4,Northeast,247.377,Established,NA,PRIVATE,194,53.6148342578726,-113.385816078392,"(53.6148342578726, -113.385816078392)",POINT (-113.385816078392 53.6148342578726)
504 BELVEDERE WAY NW,Belvedere,4,DC1,Central,8774.759,Mature,1) Sign Development Permit: Job No 143266481-001: To construct a Temporary Freestanding On-Premises Sign (STATION POINTE). Max duration of 2 years from date of approval.,PRIVATE,151,53.5870129964442,-113.436612459996,"(53.5870129964442, -113.436612459996)",POINT (-113.436612459996 53.5870129964442)
11439 94 STREET NW,Alberta Avenue,7,RF3,Central,367.866,Mature,NA,PRIVATE,105,53.5654865253724,-113.485256084434,"(53.5654865253724, -113.485256084434)",POINT (-113.485256084434 53.5654865253724)
45 BLACKBURN DRIVE WEST SW,Blackburne,9,RF1,Southwest,733,Established,NA,PRIVATE,,53.4295796560541,-113.512108011334,"(53.4295796560541, -113.512108011334)",POINT (-113.512108011334 53.4295796560541)
10625 96 STREET NW,McCauley,6,RF6,Central,307.733,Central Core,1) House Development Permit: Job No 136965638-001: To construct a single detached house with front entry,PRIVATE,,53.5513849585837,-113.485314359213,"(53.5513849585837, -113.485314359213)",POINT (-113.485314359213 53.5513849585837)
9642 95 AVENUE NW,Bonnie Doon,8,RF1,Central,867.233,Mature,"1) Minor Development Permit: Job No 142526642-001: To demolish 2 buildings (A Single Detached Dwelling and Detached Garage). 2) House Development Permit: Job No 143946110-001: To construct a single detached house with attached garage, covered entry rear covered deck, uncovered deck, basement development and fireplace",PRIVATE,187,53.5323559218141,-113.477453653266,"(53.5323559218141, -113.477453653266)",POINT (-113.477453653266 53.5323559218141)
8210 127 AVENUE NW,Killarney,7,CNC,Central,1977.605,Mature,NA,PRIVATE,,53.5851910205121,-113.467832772862,"(53.5851910205121, -113.467832772862)",POINT (-113.467832772862 53.5851910205121)
11122 127 STREET NW,Inglewood,2,RF3,Central,654.006,Mature,1) Accessory Building Development Permit: Job No 140808765-003: To construct an Accessory Building (Mutual Detached Garage) 12.2m x 6.4mRequires min 45min fire separation taped or dry wall strips over joints 2) Minor Development Permit: Job No 139886569-001: To demolish a single detached house. 3) Minor Development Permit: Job No 140808765-001: To construct a Semi-Detached House with rear uncovered deck (2.44m x 8.57m) and front verandas,PRIVATE,,53.5596248137388,-113.541650071426,"(53.5596248137388, -113.541650071426)",POINT (-113.541650071426 53.5596248137388)
11332 79 STREET NW,Edmonton Northlands,7,RA7,Central,552.224,Mature,NA,MUNICIPAL,126,53.563668454887,-113.462950399289,"(53.563668454887, -113.462950399289)",POINT (-113.462950399289 53.563668454887)
10802 98 STREET NW,McCauley,6,CB2,Central,286.56,Central Core,NA,PRIVATE,,53.5531604027193,-113.491735864841,"(53.5531604027193, -113.491735864841)",POINT (-113.491735864841 53.5531604027193)
4503 127 AVENUE NW,Homesteader,4,RSL,Northeast,93861.55,Established,"1) Major Development Permit: Job No 119699346-074: To construct a Minor Impact Utiility Service (berm) on a portion of a Site (Domtar). 2) Rezoning: To rezone from AGI to RF4, RSL, AP",PRIVATE,192,53.5833186208254,-113.408447179371,"(53.5833186208254, -113.408447179371)",POINT (-113.408447179371 53.5833186208254)
12125 124 STREET NW,Prince Charles,2,RF3,Central,325.259,Mature,NA,PRIVATE,,53.576012457526,-113.535431906485,"(53.576012457526, -113.535431906485)",POINT (-113.535431906485 53.576012457526)
9131 118 AVENUE NW,Alberta Avenue,7,CB2,Central,287.863,Mature,NA,PRIVATE,112,53.5701653988415,-113.48220355557,"(53.5701653988415, -113.48220355557)",POINT (-113.48220355557 53.5701653988415)
8116 115 AVENUE NW,Parkdale,7,RA7,Central,459.905,Mature,NA,MUNICIPAL,117,53.5660169190832,-113.466804679595,"(53.5660169190832, -113.466804679595)",POINT (-113.466804679595 53.5660169190832)
6716 104 STREET NW,Allendale,10,DC1,Central,426.468,Mature,"1) Rezoning: To rezone from CB2, IB, CB1, IH, IM, DC2 to DC1",PRIVATE,,53.5038696146092,-113.498162670246,"(53.5038696146092, -113.498162670246)",POINT (-113.498162670246 53.5038696146092)
8604 106 STREET NW,Strathcona,8,RA7,Central,209.479,Central Core,NA,PRIVATE,,53.5219311309535,-113.504059908515,"(53.5219311309535, -113.504059908515)",POINT (-113.504059908515 53.5219311309535)
10620 116 STREET NW,Queen Mary Park,6,DC1,Central,6946.393,Central Core,"1) Major Development Permit: Job No 146943989-001: To construct 178 Dwellings of Apartment Housing and a Commercial Building Development (General Retail Stores on main floor and Professional, Financial and Office Support Services on 2nd and 3rd floors).",PRIVATE,,53.5509336242254,-113.521837605215,"(53.5509336242254, -113.521837605215)",POINT (-113.521837605215 53.5509336242254)
10455 82 AVENUE NW,Queen Alexandra,8,DC1,Central,394.001,Mature,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,173,53.5177610909328,-113.499789050613,"(53.5177610909328, -113.499789050613)",POINT (-113.499789050613 53.5177610909328)
807 DRYSDALE RUN NW,Donsdale,5,RF1,West,898.991,Established,NA,PRIVATE,,53.4825849720844,-113.634829286657,"(53.4825849720844, -113.634829286657)",POINT (-113.634829286657 53.4825849720844)
10510 121 STREET NW,Westmount,6,DC2,Central,5994.75,Mature,"1) Rezoning: To rezone from DC2 to DC2 2) Minor Development Permit: Job No 144897314-001: To demolish the existing Professional, Financial, and Office Support Services Building.",PRIVATE,,53.5482392847781,-113.531676235776,"(53.5482392847781, -113.531676235776)",POINT (-113.531676235776 53.5482392847781)
4512 DONSDALE DRIVE NW,Donsdale,5,RF1,West,792.922,Established,NA,PRIVATE,204,53.4833734696989,-113.633924009606,"(53.4833734696989, -113.633924009606)",POINT (-113.633924009606 53.4833734696989)
515 HILLCREST POINT NW,Patricia Heights,5,RSL,Central,836.188,Mature,NA,PRIVATE,168,53.5045157804918,-113.592414787624,"(53.5045157804918, -113.592414787624)",POINT (-113.592414787624 53.5045157804918)
9919 87 STREET NW,Riverdale,6,RF2,Central,797.99,Central Core,NA,PRIVATE,,53.5415239768887,-113.464397285166,"(53.5415239768887, -113.464397285166)",POINT (-113.464397285166 53.5415239768887)
11820 48 STREET NW,Beacon Heights,7,RF3,Central,288.296,Mature,1) Minor Development Permit: Job No 140036305-001: To demolish existing House and detached Garage.,PRIVATE,,53.5712198588637,-113.415434065705,"(53.5712198588637, -113.415434065705)",POINT (-113.415434065705 53.5712198588637)
13719 56 STREET NW,York,4,RF1,Central,713.776,Mature,NA,MUNICIPAL,,53.5999059455397,-113.425356581388,"(53.5999059455397, -113.425356581388)",POINT (-113.425356581388 53.5999059455397)
17604 45 AVENUE NW,Donsdale,5,RR,West,11555.871,Established,NA,PRIVATE,210,53.4834040649717,-113.631884077309,"(53.4834040649717, -113.631884077309)",POINT (-113.631884077309 53.4834040649717)
11251 79 STREET NW,Cromdale,7,AP,Central,453.99,Mature,NA,MUNICIPAL,,53.5617948510927,-113.462021252473,"(53.5617948510927, -113.462021252473)",POINT (-113.462021252473 53.5617948510927)
10155 94 STREET NW,Boyle Street,6,DC1,Central,245.114,Central Core,NA,PRIVATE,8,53.5449881839991,-113.47635429371,"(53.5449881839991, -113.47635429371)",POINT (-113.47635429371 53.5449881839991)
7812 106 STREET NW,Queen Alexandra,8,RA7,Central,405.115,Mature,NA,PRIVATE,171,53.5146031381039,-113.503798222276,"(53.5146031381039, -113.503798222276)",POINT (-113.503798222276 53.5146031381039)
10652 109 STREET NW,Queen Mary Park,6,CB1,Central,1788.326,Central Core,NA,PRIVATE,,53.5510842418298,-113.508992210587,"(53.5510842418298, -113.508992210587)",POINT (-113.508992210587 53.5510842418298)
11439 101 STREET NW,Spruce Avenue,2,RF3,Central,458.796,Mature,1) Accessory Building Development Permit: Job No 144184202-003: To construct an Accessory Building (Rear Detached Garage - 7.32m x 7.32)   2) Minor Development Permit: Job No 144184202-001: To Construct a Semi-Detached House with Front Verandas.,PRIVATE,,53.5653540763779,-113.49355853558,"(53.5653540763779, -113.49355853558)",POINT (-113.49355853558 53.5653540763779)
9742 100A STREET NW,Rossdale,6,DC1,Central,306.852,Central Core,"1) Rezoning: To rezone from DC1 to DC1, AP, A",MUNICIPAL,77,53.5353185096125,-113.492782225237,"(53.5353185096125, -113.492782225237)",POINT (-113.492782225237 53.5353185096125)
11303 105 AVENUE NW,Queen Mary Park,6,DC1,Central,718,Central Core,1) Rezoning: To rezone from DC1 to DC1,PRIVATE,65,53.5479796868424,-113.516464640323,"(53.5479796868424, -113.516464640323)",POINT (-113.516464640323 53.5479796868424)
10427 96 AVENUE NW,Rossdale,6,DC1,Central,279.617,Central Core,NA,MUNICIPAL,78,53.5322983281641,-113.500416545957,"(53.5322983281641, -113.500416545957)",POINT (-113.500416545957 53.5322983281641)
9821 87 AVENUE NW,Strathcona,8,RF2,Central,372.582,Central Core,NA,PRIVATE,,53.5224017096616,-113.483598744165,"(53.5224017096616, -113.483598744165)",POINT (-113.483598744165 53.5224017096616)
8915 99 STREET NW,Strathcona,8,CNC,Central,405.76,Central Core,NA,PRIVATE,,53.5251457249826,-113.485863463099,"(53.5251457249826, -113.485863463099)",POINT (-113.485863463099 53.5251457249826)
10705 111 AVENUE NW,Central McDougall,6,RF5,Central,743.441,Central Core,NA,PRIVATE,26,53.5585505518239,-113.505064320125,"(53.5585505518239, -113.505064320125)",POINT (-113.505064320125 53.5585505518239)
10624 101 STREET NW,Central McDougall,6,CB2,Central,696.349,Central Core,NA,PRIVATE,31,53.5504109794665,-113.494249098541,"(53.5504109794665, -113.494249098541)",POINT (-113.494249098541 53.5504109794665)
12119 97 STREET NW,Alberta Avenue,7,RA7,Central,528.173,Mature,NA,PRIVATE,106,53.575653165188,-113.491525930612,"(53.575653165188, -113.491525930612)",POINT (-113.491525930612 53.575653165188)
9923 87 STREET NW,Riverdale,6,RF2,Central,398.205,Central Core,NA,PRIVATE,72,53.5416062873109,-113.464294611757,"(53.5416062873109, -113.464294611757)",POINT (-113.464294611757 53.5416062873109)
12103 121 AVENUE NW,Prince Charles,2,IM,Central,566.741,Mature,NA,PRIVATE,,53.5745975496129,-113.531393260722,"(53.5745975496129, -113.531393260722)",POINT (-113.531393260722 53.5745975496129)
10115 122 STREET NW,Oliver,6,DC1,Central,434.29,Central Core,NA,PRIVATE,62,53.5416294048112,-113.53193158173,"(53.5416294048112, -113.53193158173)",POINT (-113.53193158173 53.5416294048112)
10826 98 STREET NW,McCauley,6,DC1,Central,273.87,Central Core,NA,PRIVATE,45,53.5537781687591,-113.491980439875,"(53.5537781687591, -113.491980439875)",POINT (-113.491980439875 53.5537781687591)
14904 125 STREET NW,Baranow,2,DC2,North,5102.67,Established,NA,PRIVATE,199,53.6117076224844,-113.538926686045,"(53.6117076224844, -113.538926686045)",POINT (-113.538926686045 53.6117076224844)
12804 FORT ROAD NW,Belvedere,4,DC1,Central,266.158,Mature,NA,PRIVATE,,53.5862442228285,-113.441081283986,"(53.5862442228285, -113.441081283986)",POINT (-113.441081283986 53.5862442228285)
415 CLAREVIEW ROAD NW,Kernohan,4,CS1,Northeast,12001.231,Established,1) Major Development Permit: Job No 142000909-001: To construct 11 Row Housing buildings (total of 62 Dwellings),PRIVATE,,53.5926235561498,-113.383845916675,"(53.5926235561498, -113.383845916675)",POINT (-113.383845916675 53.5926235561498)
10835 98 STREET NW,McCauley,6,DC1,Central,306.6,Central Core,NA,PRIVATE,,53.5542009577536,-113.49132871895,"(53.5542009577536, -113.49132871895)",POINT (-113.49132871895 53.5542009577536)
9609 76 AVENUE NW,Ritchie,11,CNC,Central,472.115,Mature,NA,PRIVATE,179,53.5120128095084,-113.476990967156,"(53.5120128095084, -113.476990967156)",POINT (-113.476990967156 53.5120128095084)
11227 102 STREET NW,Spruce Avenue,2,RF3,Central,696.791,Mature,NA,PRIVATE,,53.5618000641975,-113.495028495176,"(53.5618000641975, -113.495028495176)",POINT (-113.495028495176 53.5618000641975)
10137 115 STREET NW,Oliver,6,RA9,Central,348.369,Central Core,NA,PRIVATE,64,53.5418844660943,-113.518933873332,"(53.5418844660943, -113.518933873332)",POINT (-113.518933873332 53.5418844660943)
10262 158 STREET NW,Britannia Youngstown,1,RF4,Central,348.134,Mature,1) Accesory Building Development Permit: Job No 152622718-002: To construct an Accessory Building (Rear detached Garage - 6.71m x 5.80m) 2) House Development Permit: Job No 152622718-001: To construct a single detached house with front veranda and rear uncovered deck (2.44m x 2.13m),PRIVATE,,53.5445997874218,-113.594374275732,"(53.5445997874218, -113.594374275732)",POINT (-113.594374275732 53.5445997874218)
11137 106 STREET NW,Spruce Avenue,2,RF3,Central,541.845,Mature,NA,MUNICIPAL,,53.5601119373259,-113.502311428809,"(53.5601119373259, -113.502311428809)",POINT (-113.502311428809 53.5601119373259)
11831 101 STREET NW,Westwood,2,RA7,Central,642.276,Mature,NA,PRIVATE,132,53.5714404342177,-113.493207023656,"(53.5714404342177, -113.493207023656)",POINT (-113.493207023656 53.5714404342177)
4802 118 AVENUE NW,Beacon Heights,7,CB2,Central,292.609,Mature,1) Sign Development Permit: Job No 122494-005: To extend the duration of an Off-Premises Freestanding General Advertising Sign (two sided facing east/west),PRIVATE,150,53.5706190221577,-113.415852690244,"(53.5706190221577, -113.415852690244)",POINT (-113.415852690244 53.5706190221577)
