Genus Name,Species Name,Common Name,species,bio01,bio02,bio03,bio04,bio05,bio06,bio12,bio16,bio17,embergerQ
Pomaderris,apetala,Tainui,Pomaderris apetala,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pomaderris,aspera,Hazel Pomaderris,Pomaderris aspera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pomaderris,elliptica,Yellow Dogwood,Pomaderris elliptica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pomaderris,kumeraho,Gum-digger's soap,Pomaderris kumeraho,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pomaderris,rugosa,Wrinkle-leaf pomaderris,Pomaderris rugosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pomaria,melanosticta,Parry's holdback,Pomaria melanosticta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pometia,pinnata,Pometia pinnata,Pometia pinnata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ponapea,hosinoi,Kattai,Ponapea hosinoi,23.17,7.4,63.79,138.0,28.8,17.2,3413.0,1260.0,599.0,993.33
Ponapea,ledermanniana,Ponapea ledermanniana,Ponapea ledermanniana,27.16,6.96,91.56,11.1,31.1,23.5,5356.0,1554.0,1108.0,2345.21
Ponapea,palauensis,Chesdbuuch,Ponapea palauensis,26.14,6.84,80.49,52.88,30.4,21.9,3538.0,1191.0,634.0,1390.46
Poncirus,trifoliata,Hardy orange,Poncirus trifoliata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pongamia,indica,Poonga oil tree,Pongamia indica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pontederia,rotundifolia,Tropical pickerelweed,Pontederia rotundifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,alba,White poplar,Populus alba,10.92,8.74,34.78,616.97,24.95,-0.4,750.15,243.04,135.86,109.58
Populus,alba ssp. pyramidalis,White poplar Pyramidalis,Populus alba ssp. pyramidalis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,angustifolia,Narrowleaf cottonwood,Populus angustifolia,7.13,15.49,40.54,832.69,27.6,-10.76,436.73,171.37,59.79,41.15
Populus,balsamifera,Balsam poplar,Populus balsamifera,6.15,8.63,29.7,782.81,22.13,-7.83,730.81,241.17,127.91,95.18
Populus,balsamifera ssp. balsamifera,Balsam poplar Balsamifera,Populus balsamifera ssp. balsamifera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,balsamifera ssp. trichocarp,Black cottonwood,Populus balsamifera ssp. trichocarp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,bicolor,Cirpe,Populus bicolor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,canescens,Populus canescens,Populus canescens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,cathayana,Cathay poplar,Populus cathayana,8.68,11.45,31.55,928.5,25.67,-10.92,638.62,372.71,16.94,67.76
Populus,davidiana,Korean aspen,Populus davidiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,deltoides,Eastern cottonwood,Populus deltoides,11.69,12.0,33.15,904.88,30.13,-6.59,836.72,279.29,139.08,84.3
Populus,deltoides ssp. monilifera,Plains cottonwood,Populus deltoides ssp. monilifera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,euphratica,Populus euphratica,Populus euphratica,16.51,12.37,35.9,897.18,34.43,-1.7,228.34,126.91,8.48,25.55
Populus,fremontii,Fremont cottonwood,Populus fremontii,16.3,15.35,48.34,634.65,33.69,1.41,378.98,193.22,18.52,43.16
Populus,grandidentata,Bigtooth aspen,Populus grandidentata,7.07,11.02,28.35,1014.32,26.48,-12.55,1011.03,305.52,195.2,94.02
Populus,heterophylla,Swamp cottonwood,Populus heterophylla,12.74,11.48,33.26,871.11,30.08,-4.82,1169.52,355.51,233.61,118.97
Populus,koreana,Korean poplar,Populus koreana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,lasiocarpa,Chinese Necklace Poplar,Populus lasiocarpa,12.95,8.35,31.77,671.08,26.36,-0.36,1176.0,531.54,97.78,156.76
Populus,maximowiczii,Japanese poplar,Populus maximowiczii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,nigra,Black poplar,Populus nigra,11.15,9.12,35.81,609.34,25.42,-0.14,753.05,242.24,137.56,108.4
Populus,nigra v. italica,Lombardy poplar,Populus nigra v. italica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,simonii,Chinese popular,Populus simonii,8.45,9.23,29.79,826.66,24.64,-6.75,626.38,255.52,82.19,77.79
Populus,szechuanica,Szechuan poplar,Populus szechuanica,10.1,10.87,38.7,634.34,22.98,-5.18,882.62,479.86,38.95,118.02
Populus,tomentiglandulosa,Suwon hybrid poplar,Populus tomentiglandulosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,tomentosa,Chinese white poplar,Populus tomentosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,tremula,European aspen,Populus tremula,6.54,7.95,29.7,710.49,21.57,-5.76,743.62,240.69,134.82,102.14
Populus,tremuloides,Quaking aspen,Populus tremuloides,5.39,12.37,33.17,939.51,25.05,-13.22,741.11,263.31,116.95,71.69
Populus,x acuminata,Lanceleaf cottonwood,Populus x acuminata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x berolinensis,Berlin poplar,Populus x berolinensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x brayshawii,Hybrid balsam poplar,Populus x brayshawii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x canadensis,Carolina poplar,Populus x canadensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x canescens,Grey poplar,Populus x canescens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x heimburgeri,Heiburger's poplar,Populus x heimburgeri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x hinckleyana,Hinckley poplar,Populus x hinckleyana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x inopina,Populus x inopina,Populus x inopina,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x jackii,Balm-of-gilead,Populus x jackii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x parryi,Parry's cottonwood,Populus x parryi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x rouleauana,Populus x rouleauana,Populus x rouleauana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,x smithii,Smith's poplar,Populus x smithii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Populus,yunnanensis,Yunnan poplar,Populus yunnanensis,13.05,9.43,45.9,410.73,23.22,2.64,1133.9,400.15,189.21,201.62
Porlieria,angustifolium,Texas lignum-vitae,Porlieria angustifolium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Posoqueria,acutifolia,Monkey fruit,Posoqueria acutifolia,19.16,9.76,59.11,230.71,26.82,10.27,1557.24,661.76,169.0,328.86
Posoqueria,latifolia,Monkey apple,Posoqueria latifolia,23.98,9.14,73.5,109.99,30.38,17.62,2352.48,942.91,237.36,676.52
Posoqueria,longiflora,Jazmin naranjo,Posoqueria longiflora,25.33,9.17,77.34,80.34,31.49,19.53,2115.16,843.02,244.8,613.67
Potentilla,fruiticosa,Shrubby cinquifoil,Potentilla fruiticosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pourouma,bicolor,Pouroma bicolor,Pourouma bicolor,24.59,9.17,82.12,58.4,30.35,19.12,2819.52,1020.26,357.32,873.68
Pourouma,cecropiifolia,Sirpe,Pourouma cecropiifolia,24.47,9.87,80.45,72.84,30.52,18.07,2558.13,918.09,361.9,733.14
Pouteria,adolfi-friedericcii,Yellow manguifera plum,Pouteria adolfi-friedericcii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pouteria,adolfi-friedericii,Qararoo,Pouteria adolfi-friedericii,17.49,10.85,72.9,116.5,25.15,10.11,1258.81,549.08,93.12,297.94
Pouteria,altissima,Aniegre,Pouteria altissima,23.22,11.2,74.92,85.25,31.14,15.93,1591.66,692.96,97.71,364.07
Pouteria,caimito,Aibu,Pouteria caimito,24.46,9.67,77.65,86.31,30.73,18.0,2380.09,883.39,322.44,682.93
Pouteria,campechiana,Canistel,Pouteria campechiana,25.05,10.57,67.96,168.02,32.75,17.02,1786.82,807.82,128.44,421.5
Pouteria,dictyoneura,Cocuyo,Pouteria dictyoneura,24.8,10.75,75.36,126.74,31.6,17.34,1328.11,459.0,168.89,315.24
Pouteria,dominigensis,Jacana,Pouteria dominigensis,23.44,9.62,71.14,143.5,29.98,16.48,1763.09,587.82,264.82,443.48
Pouteria,durlandii,Caimitillo,Pouteria durlandii,24.31,9.55,72.07,122.83,31.09,17.56,2322.75,949.79,225.59,612.76
Pouteria,hotteana,Redmammee,Pouteria hotteana,23.09,11.55,75.46,134.42,30.35,15.05,1968.5,809.0,199.0,434.9
Pouteria,multiflora,Bullytree,Pouteria multiflora,24.4,9.12,83.28,57.88,29.93,18.92,2826.58,958.65,423.14,886.54
Pouteria,obovata,Yellow boxwood,Pouteria obovata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pouteria,psammophila,Guapeba-da-praia,Pouteria psammophila,21.1,9.27,59.9,209.01,28.56,13.02,1502.83,619.69,161.0,327.55
Pouteria,sapota,Naseberry,Pouteria sapota,24.49,10.36,68.4,152.92,32.24,16.85,1994.72,911.75,131.79,467.74
Pouteria,torta,abiu,Pouteria torta,23.85,10.1,75.61,102.51,30.39,16.73,2270.64,883.93,254.12,630.34
Pouzolzia,australis,Kermadec nettle-tree,Pouzolzia australis,18.27,4.32,39.27,249.83,23.77,12.77,1681.67,529.67,352.33,524.71
Pouzolzia,occidentalis,Coamo river pouzolzsbush,Pouzolzia occidentalis,24.04,11.35,71.16,139.16,32.16,15.8,1423.04,709.08,54.78,367.73
Pradosia,colombiana,Mamon de leche,Pradosia colombiana,26.99,10.05,80.12,58.06,33.31,20.73,1390.46,582.69,82.72,368.46
Premna,angolensis,Muhorro,Premna angolensis,26.67,9.47,69.4,136.0,34.36,20.64,1108.88,500.1,43.39,277.04
Premna,odorata,Fragrant premna,Premna odorata,24.89,8.28,63.66,165.32,31.26,17.77,1994.8,982.25,152.62,554.12
Premna,pubescens,Premna pubescens,Premna pubescens,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Premna,resinosa,Premna resinosa,Premna resinosa,24.96,10.88,63.26,213.11,33.73,16.22,498.87,254.17,29.78,110.99
Premna,serratifolia,Aloalo,Premna serratifolia,25.1,7.82,65.57,162.5,31.16,18.58,2226.86,983.59,256.54,673.9
Prestoea,acuminata,Sierran palm,Prestoea acuminata,18.59,9.4,82.38,58.25,24.19,12.71,1935.75,719.8,241.03,605.78
Prioria,copaifera,Cativo,Prioria copaifera,26.68,7.93,80.59,56.4,31.75,21.93,3152.97,1145.34,287.04,1078.82
Pritchardia,arecina,Maui pritchardia,Pritchardia arecina,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,beccariana,Kilauea pritchardia,Pritchardia beccariana,17.74,10.11,62.52,263.27,26.54,9.16,1180.4,472.2,116.4,309.96
Pritchardia,forbesiana,Mt. eke pritchardia,Pritchardia forbesiana,18.36,6.99,63.54,128.76,23.7,12.7,2235.0,920.0,240.0,701.37
Pritchardia,glabrata,Lanai pritchardia,Pritchardia glabrata,21.93,7.75,64.57,143.7,27.7,15.7,1941.0,671.5,282.5,560.32
Pritchardia,hardyi,Makaleha pritchardia,Pritchardia hardyi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,hillebrandii,Lo'ulu lelo,Pritchardia hillebrandii,23.78,7.87,64.17,146.31,29.75,17.5,1119.25,456.0,150.0,308.98
Pritchardia,kaalae,Waianae range pritchardia,Pritchardia kaalae,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,lanigera,Lo'ulu,Pritchardia lanigera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,lowreyana,Molokai pritchardia,Pritchardia lowreyana,22.64,8.57,65.46,148.54,29.1,16.0,1283.0,519.0,157.0,331.15
Pritchardia,maideniana,Hawai'i pritchardia,Pritchardia maideniana,23.61,7.42,64.17,133.69,29.25,17.68,1026.0,409.25,138.5,298.83
Pritchardia,martii,Koolau range pritchardia,Pritchardia martii,23.68,7.42,62.83,142.74,29.4,17.62,1502.6,642.6,175.2,435.4
Pritchardia,minor,Alakai swamp pritchardia,Pritchardia minor,18.87,7.06,58.47,159.49,24.75,12.65,1108.0,497.5,107.5,313.32
Pritchardia,munroi,Kamalo pritchardia,Pritchardia munroi,21.07,8.08,64.9,141.7,27.2,14.75,1180.5,480.0,103.5,321.68
Pritchardia,napaliensis,Limahuli pritchardia,Pritchardia napaliensis,20.37,6.57,56.35,168.34,26.0,14.4,1964.0,748.0,191.0,604.96
Pritchardia,pacifica,Fiji fan palm,Pritchardia pacifica,25.65,9.41,72.09,138.19,32.47,18.72,1959.58,755.75,251.33,633.59
Pritchardia,perlmanii,Wai'oli Valley pritchardia,Pritchardia perlmanii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,remota,Nihoa pritchardia,Pritchardia remota,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,schattaueri,Lands of papa pritchardia,Pritchardia schattaueri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,viscosa,Stickybud pritchardia,Pritchardia viscosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pritchardia,waialealeana,Poleline pritchardia,Pritchardia waialealeana,20.19,6.13,57.32,150.59,25.3,14.6,2607.0,819.0,500.0,831.13
Prockia,crucis,Guasimilla,Prockia crucis,22.79,11.06,67.27,179.27,30.77,14.12,1432.71,660.63,103.82,312.0
Procris,pedunculata,fua lole,Procris pedunculata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,africana,African mesquite,Prosopis africana,27.32,12.19,62.14,201.29,37.51,17.59,957.96,582.02,9.83,172.46
Prosopis,alba,Argentine mesquite,Prosopis alba,19.16,12.9,55.57,382.91,30.4,6.81,698.11,316.37,50.31,103.83
Prosopis,alpataco,Prosopis alpataco,Prosopis alpataco,14.65,14.82,48.76,586.33,30.53,0.0,308.5,125.11,36.63,34.74
Prosopis,argentina,Algarobilla,Prosopis argentina,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,burkartii,Prosopis burkartii,Prosopis burkartii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,caldenia,the Caldén,Prosopis caldenia,15.91,14.59,47.72,588.0,31.84,1.29,679.76,266.3,60.96,77.47
Prosopis,calingastana,Cusqui,Prosopis calingastana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,campestris,Prosopis campestris,Prosopis campestris,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,castellanosii,Prosopis castellanosii,Prosopis castellanosii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,chilensis,Chilean mesquite,Prosopis chilensis,17.97,13.26,57.05,397.03,29.8,5.85,491.41,233.66,40.5,82.91
Prosopis,cineraria,jand,Prosopis cineraria,26.27,12.27,45.67,537.82,39.35,12.03,368.3,235.95,10.93,52.52
Prosopis,denudans,Prosopis denudans,Prosopis denudans,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,elata,Prosopis elata,Prosopis elata,23.99,13.09,56.78,364.96,34.77,11.59,661.37,299.05,34.16,96.25
Prosopis,farcta,Syrian mesquite,Prosopis farcta,20.54,10.54,41.55,587.71,33.12,7.77,396.64,258.51,0.02,54.16
Prosopis,ferox,Prosopis ferox,Prosopis ferox,12.83,15.33,61.79,333.34,23.82,-1.04,256.14,174.66,2.17,37.13
Prosopis,fiebrigii,Prosopis fiebrigii,Prosopis fiebrigii,25.1,11.55,59.54,287.25,33.7,14.3,1071.0,433.0,101.0,185.75
Prosopis,glandulosa,Honey mesquite,Prosopis glandulosa,18.61,14.99,44.24,716.68,35.51,1.44,493.01,197.67,66.26,51.48
Prosopis,hassleri,Algarrobo paraguayo,Prosopis hassleri,23.89,12.8,56.57,355.21,34.53,11.89,922.22,344.17,93.0,140.19
Prosopis,humilis,Prosopis humilis,Prosopis humilis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,juliflora,Mesquite,Prosopis juliflora,24.86,11.56,67.52,218.47,33.89,15.88,780.72,394.19,44.85,180.11
Prosopis,kuntzei,Caranda,Prosopis kuntzei,20.85,13.09,59.64,331.7,31.39,9.0,750.11,331.94,52.08,114.64
Prosopis,laevigata,Smooth mesquite,Prosopis laevigata,19.96,15.85,64.78,261.85,31.88,7.32,595.14,336.8,23.57,85.51
Prosopis,pallida,Kiawe,Prosopis pallida,25.61,14.94,52.26,492.99,38.33,9.72,417.87,266.61,12.21,49.38
Prosopis,palmeri,Palo fierro,Prosopis palmeri,22.05,15.81,57.22,474.31,36.04,8.38,206.0,133.91,1.65,25.06
Prosopis,pubescens,Screwbean mesquite,Prosopis pubescens,19.46,16.56,45.15,771.39,38.62,1.75,187.67,88.9,13.79,17.78
Prosopis,rojasiana,Prosopis rojasiana,Prosopis rojasiana,24.18,13.77,57.5,373.32,35.29,11.3,694.57,292.71,42.43,98.02
Prosopis,ruizlealii,Prosopis ruizlealii,Prosopis ruizlealii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,ruscifolia,Ibope-Moroti,Prosopis ruscifolia,23.18,12.91,55.9,374.5,34.1,10.77,879.67,357.57,72.34,131.94
Prosopis,sericantha,Barba de tigre,Prosopis sericantha,21.13,13.57,50.05,491.3,34.02,6.74,606.89,293.15,32.04,77.52
Prosopis,strombulifera,Argentine screwbean,Prosopis strombulifera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,torquata,Lata,Prosopis torquata,17.55,13.8,50.04,500.71,30.62,3.0,498.77,247.98,25.59,63.38
Prosopis,velutina,Velvet mesquite,Prosopis velutina,19.46,16.29,47.26,710.97,37.29,2.74,346.51,152.64,25.38,34.72
Prosopis,x Copperi,Copperi Mesquite Standard,Prosopis x Copperi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prosopis,x Phoenix,Phoenix thornless mesquite,Prosopis x Phoenix,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prostanthera,lasianthos,Victorian Christmas Bush,Prostanthera lasianthos,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Protium,apiculatum,Anime,Protium apiculatum,25.52,9.01,82.55,49.0,31.3,20.34,2601.35,962.4,324.83,807.65
Protium,atlanticum,Protium atlanticum,Protium atlanticum,23.01,8.37,64.49,157.98,29.29,16.27,1263.4,476.8,184.3,342.87
Protium,heptaphyllum,Brasil resintree,Protium heptaphyllum,24.97,9.84,73.01,112.64,31.72,18.03,1862.77,807.64,163.25,492.44
Protium,serratum,Indian Red Pear,Protium serratum,24.3,10.31,54.54,227.1,33.19,13.9,1268.27,641.21,33.88,237.19
Prumnopitys,andina,Plum-fruited yew,Prumnopitys andina,9.49,12.88,52.83,433.37,23.87,-0.52,1504.16,759.31,120.83,216.71
Prumnopitys,ferruginea,Miro,Prumnopitys ferruginea,10.86,8.55,47.0,343.66,20.3,2.15,2346.46,738.22,447.14,457.07
Prumnopitys,grandifolia,Pino hayuelo,Prumnopitys grandifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prumnopitys,montana,Chaquiro pine,Prumnopitys montana,14.78,10.29,81.77,48.75,20.92,8.3,1221.08,467.44,145.28,351.2
Prumnopitys,taxifolia,Prumnopitys taxifolia,Prumnopitys taxifolia,10.85,9.12,47.58,361.73,20.94,1.81,1682.97,514.85,334.14,311.75
Prunus,africana,African cherry,Prunus africana,17.93,10.9,66.91,187.33,25.92,9.28,1275.41,619.35,70.12,290.1
Prunus,alabamensis,Alabama cherry,Prunus alabamensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,alleghaniensis,Allegheny plum,Prunus alleghaniensis,9.07,11.37,31.16,938.92,27.86,-8.68,937.8,282.2,182.2,90.98
Prunus,americana,American plum,Prunus americana,9.86,12.21,33.3,907.39,28.69,-8.19,792.19,271.38,122.9,79.77
Prunus,andersonii,Desert peach,Prunus andersonii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,angustifolia,Chickasaw plum,Prunus angustifolia,16.26,13.31,37.9,824.42,33.7,-1.84,975.65,337.72,154.75,99.89
Prunus,armeniaca,Apricot,Prunus armeniaca,12.47,9.47,35.55,646.4,27.21,0.35,735.03,253.71,118.78,98.94
Prunus,avium,Sweet cherry,Prunus avium,9.23,8.14,33.79,600.91,22.81,-1.4,810.75,249.66,157.42,120.71
Prunus,buxifolia,Montain cherry,Prunus buxifolia,12.31,10.01,78.95,34.22,18.59,5.88,1210.31,444.08,151.92,340.43
Prunus,campanulata,Taiwan cherry,Prunus campanulata,16.65,7.53,36.98,483.47,26.79,6.0,1993.37,821.94,235.02,369.21
Prunus,caroliniana,Carolina laurelcherry,Prunus caroliniana,19.15,12.19,40.62,680.66,33.68,3.43,1201.73,401.42,218.48,139.38
Prunus,cerasifera,Cherry plum,Prunus cerasifera,10.63,8.65,34.34,621.28,24.63,-0.68,773.53,248.71,140.57,110.33
Prunus,cerasoides,Wild Himalayan Cherry,Prunus cerasoides,16.98,10.46,47.43,398.28,26.63,4.44,1402.17,769.09,53.86,225.24
Prunus,cerasus,Sour Cherry,Prunus cerasus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,cyclamina,Cyclamin Cherry,Prunus cyclamina,15.76,8.09,27.75,769.06,29.96,0.97,1563.11,692.22,162.11,189.07
Prunus,davidiana,David's peach,Prunus davidiana,10.92,10.54,29.43,949.01,27.88,-7.92,1025.41,563.2,64.29,104.02
Prunus,domestica,Common plum,Prunus domestica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,domestica ssp. insititia,Gage plum,Prunus domestica ssp. insititia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,dulcis,Sweet almond,Prunus dulcis,14.11,10.81,39.87,597.06,29.36,2.14,574.35,214.86,72.76,76.81
Prunus,emarginata,Bitter cherry,Prunus emarginata,7.69,12.81,42.89,622.22,25.19,-4.61,1043.56,485.53,72.69,133.9
Prunus,fasciculata,Desert almond,Prunus fasciculata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,fremontii,Desert apricot,Prunus fremontii,17.27,16.2,50.38,616.6,35.26,2.89,278.04,138.27,15.09,29.54
Prunus,fruticosa,European dwarf cherry,Prunus fruticosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,geniculata,Scrub plum,Prunus geniculata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,glandulosa,Dwarf flowering almond,Prunus glandulosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,gracilis,Oklahoma plum,Prunus gracilis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,havardii,Havard's plum,Prunus havardii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,hortulana,Hortulan plum,Prunus hortulana,13.01,12.39,32.4,946.51,31.83,-6.45,1058.07,341.49,165.9,96.95
Prunus,ilicifolia,Hollyleaf cherry,Prunus ilicifolia,15.74,14.02,53.1,470.9,30.52,3.89,444.26,246.4,10.63,60.25
Prunus,incisa,Fuji Cherry,Prunus incisa,12.25,8.83,28.79,792.42,27.73,-2.93,1754.21,646.5,219.43,200.9
Prunus,japonica,Japanese plum,Prunus japonica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,Kanzan,Kanzan cherry,Prunus Kanzan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,laurocerasus,Cherry laurel,Prunus laurocerasus,10.56,8.35,35.52,572.31,23.82,0.19,866.3,274.25,162.6,131.86
Prunus,lusitanica,Portugal laurel,Prunus lusitanica,10.63,8.14,37.57,505.58,22.97,1.25,857.7,278.36,154.98,142.18
Prunus,lyonii,Catalina cherry,Prunus lyonii,16.91,11.15,54.87,341.92,27.6,7.31,335.85,200.14,4.16,59.8
Prunus,maackii,Amur chokecherry,Prunus maackii,4.32,9.98,24.79,1126.5,24.11,-16.44,831.0,406.08,78.51,78.35
Prunus,mahaleb,Mahaleb Cherry,Prunus mahaleb,10.58,9.26,35.25,628.85,25.37,-0.88,804.83,246.56,158.68,108.59
Prunus,maritima,Beach plum,Prunus maritima,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,maximowiczii,Korean mountain cherry,Prunus maximowiczii,7.8,9.22,27.58,891.16,24.47,-9.07,1522.74,645.52,154.59,165.22
Prunus,mexicana,Mexican plum,Prunus mexicana,17.56,12.44,36.51,802.49,34.24,-0.08,965.05,320.12,167.05,98.01
Prunus,minutiflora,Texas almond,Prunus minutiflora,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,mume,Japanese apricot,Prunus mume,14.16,9.12,31.02,775.93,28.7,-1.36,1403.15,646.02,129.98,173.96
Prunus,munsoniana,Wildgoose plum,Prunus munsoniana,13.46,12.52,32.68,943.53,32.27,-6.09,1055.81,348.32,153.1,96.43
Prunus,murrayana,Murray's plum,Prunus murrayana,18.0,14.92,43.11,740.4,34.14,-0.46,561.14,202.0,71.71,55.91
Prunus,myrtifolia,West indies cherry,Prunus myrtifolia,19.4,10.64,60.89,242.93,27.67,10.01,1577.22,631.19,197.38,317.34
Prunus,nigra,Canada plum,Prunus nigra,5.35,10.95,25.85,1132.3,26.03,-16.41,864.67,286.51,142.78,74.82
Prunus,nipponica v. kurilensis,Kurile cherry,Prunus nipponica v. kurilensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prunus,occidentalis,Western cherry laurel,Prunus occidentalis,19.92,9.64,74.95,92.08,26.39,13.49,2184.92,934.29,140.09,596.86
